index,state,Day,Month,Year,order_date,revenue
8969,Nevada,Tuesday,February,2014,2/4/2014,543
8970,New Mexico,Tuesday,November,2014,11/11/2014,1035
8971,Nevada,Sunday,February,2014,2/23/2014,404
8972,Washington,Wednesday,October,2014,10/8/2014,943
8973,Illinois,Monday,July,2014,7/7/2014,1495
8974,Georgia,Monday,May,2014,5/12/2014,1098
8975,Georgia,Saturday,April,2014,4/12/2014,1356
8976,Arkansas,Tuesday,December,2014,12/23/2014,1322
8977,Louisiana,Saturday,September,2014,9/20/2014,1438
8978,Arkansas,Friday,October,2014,10/24/2014,1145
8979,Nevada,Monday,June,2014,6/23/2014,594
8980,Georgia,Friday,October,2014,10/24/2014,1133
8981,Texas,Wednesday,December,2014,12/3/2014,967
8982,Oregon,Sunday,August,2014,8/31/2014,685
8983,California,Tuesday,July,2014,7/29/2014,693
8984,Nebraska,Monday,June,2014,6/16/2014,848
8985,Nevada,Saturday,April,2014,4/26/2014,566
8986,Washington,Monday,July,2014,7/21/2014,813
8987,Georgia,Friday,November,2014,11/7/2014,1231
8988,Illinois,Thursday,September,2014,9/18/2014,1281
8989,Arkansas,Tuesday,October,2014,10/14/2014,1315
8990,Missouri,Wednesday,September,2014,9/10/2014,1122
8991,Nevada,Sunday,January,2014,1/12/2014,508
8992,Indiana,Monday,March,2014,3/31/2014,698
8993,Ohio,Tuesday,February,2014,2/4/2014,635
8994,Arkansas,Saturday,October,2014,10/4/2014,1183
8995,Montana,Thursday,October,2014,10/30/2014,810
8996,Oregon,Sunday,August,2014,8/31/2014,692
8997,Nevada,Friday,June,2014,6/27/2014,527
8998,Kansas,Sunday,November,2014,11/2/2014,1256
8999,Florida,Monday,June,2014,6/30/2014,916
9000,Illinois,Monday,December,2014,12/15/2014,1250
9001,Montana,Sunday,October,2014,10/19/2014,855
9002,Nevada,Tuesday,January,2014,1/7/2014,447
9003,Florida,Sunday,October,2014,10/26/2014,876
9004,Kansas,Sunday,November,2014,11/9/2014,1192
9005,New York,Sunday,April,2014,4/20/2014,860
9006,Maine,Sunday,January,2014,1/19/2014,396
9007,New Mexico,Thursday,August,2014,8/7/2014,1273
9008,Iowa,Saturday,December,2014,12/20/2014,1076
9009,Nevada,Tuesday,August,2014,8/5/2014,470
9010,Nebraska,Wednesday,July,2014,7/16/2014,662
9011,Florida,Thursday,October,2014,10/30/2014,742
9012,Mississippi,Wednesday,February,2014,2/12/2014,679
9013,Maine,Thursday,May,2014,5/15/2014,442
9014,Montana,Thursday,August,2014,8/14/2014,1091
9015,Washington,Thursday,May,2014,5/15/2014,944
9016,Texas,Tuesday,March,2014,3/25/2014,1102
9017,Delaware,Monday,September,2014,9/1/2014,1026
9018,California,Sunday,March,2014,3/23/2014,688
9019,Delaware,Sunday,February,2014,2/23/2014,1093
9020,Idaho,Sunday,August,2014,8/17/2014,1238
9021,Alaska,Monday,January,2014,1/13/2014,796
9022,Nebraska,Monday,March,2014,3/31/2014,642
9023,California,Wednesday,January,2014,1/15/2014,594
9024,Georgia,Tuesday,September,2014,9/9/2014,1227
9025,Ohio,Monday,June,2014,6/9/2014,695
9026,Maine,Tuesday,October,2014,10/21/2014,412
9027,Alaska,Saturday,August,2014,8/2/2014,562
9028,Texas,Friday,September,2014,9/5/2014,1248
9029,Illinois,Saturday,May,2014,5/24/2014,1466
9030,Illinois,Tuesday,September,2014,9/23/2014,1513
9031,Alaska,Wednesday,June,2014,6/25/2014,645
9032,Kansas,Saturday,December,2014,12/13/2014,1046
9033,Indiana,Sunday,March,2014,3/9/2014,713
9034,Nevada,Monday,April,2014,4/7/2014,431
9035,Washington,Tuesday,July,2014,7/22/2014,945
9036,Delaware,Friday,May,2014,5/2/2014,785
9037,Idaho,Saturday,November,2014,11/29/2014,1202
9038,Alaska,Thursday,August,2014,8/7/2014,781
9039,Texas,Friday,December,2014,12/12/2014,1031
9040,California,Tuesday,April,2014,4/8/2014,815
9041,Arkansas,Monday,July,2014,7/14/2014,1304
9042,Mississippi,Friday,August,2014,8/22/2014,757
9043,Texas,Sunday,November,2014,11/30/2014,1068
9044,Kansas,Tuesday,June,2014,6/3/2014,1139
9045,Georgia,Wednesday,September,2014,9/10/2014,1348
9046,Indiana,Tuesday,February,2014,2/18/2014,572
9047,Alaska,Sunday,May,2014,5/11/2014,601
9048,Montana,Sunday,November,2014,11/16/2014,752
9049,Iowa,Monday,July,2014,7/7/2014,1092
9050,Alaska,Saturday,June,2014,6/21/2014,734
9051,Nevada,Thursday,December,2014,12/25/2014,587
9052,Iowa,Tuesday,August,2014,8/26/2014,1165
9053,New Mexico,Saturday,May,2014,5/24/2014,1276
9054,Alaska,Wednesday,March,2014,3/26/2014,733
9055,Maine,Wednesday,August,2014,8/20/2014,227
9056,Florida,Thursday,April,2014,4/10/2014,1021
9057,Delaware,Sunday,October,2014,10/26/2014,798
9058,Iowa,Friday,November,2014,11/14/2014,945
9059,Arkansas,Tuesday,December,2014,12/23/2014,1261
9060,Oklahoma,Monday,March,2014,3/10/2014,525
9061,Illinois,Friday,September,2014,9/5/2014,1466
9062,Oregon,Wednesday,October,2014,10/8/2014,737
9063,Maine,Wednesday,July,2014,7/16/2014,342
9064,Georgia,Saturday,July,2014,7/5/2014,1374
9065,Nevada,Monday,July,2014,7/28/2014,289
9066,Idaho,Saturday,August,2014,8/2/2014,1428
9067,Maine,Monday,January,2014,1/13/2014,533
9068,Oklahoma,Tuesday,August,2014,8/19/2014,450
9069,Indiana,Friday,March,2014,3/7/2014,569
9070,Nebraska,Thursday,February,2014,2/6/2014,765
9071,Alaska,Sunday,June,2014,6/29/2014,778
9072,Texas,Tuesday,August,2014,8/5/2014,1425
9073,Texas,Monday,November,2014,11/17/2014,1299
9074,Louisiana,Wednesday,December,2014,12/17/2014,1463
9075,Georgia,Tuesday,December,2014,12/9/2014,1129
9076,Illinois,Saturday,October,2014,10/4/2014,1435
9077,New York,Saturday,October,2014,10/11/2014,657
9078,Illinois,Wednesday,July,2014,7/9/2014,1505
9079,Iowa,Monday,April,2014,4/28/2014,1206
9080,Oregon,Wednesday,August,2014,8/20/2014,646
9081,Georgia,Thursday,August,2014,8/7/2014,1186
9082,Iowa,Thursday,November,2014,11/6/2014,1064
9083,California,Wednesday,May,2014,5/21/2014,785
9084,Delaware,Friday,May,2014,5/30/2014,1021
9085,Ohio,Saturday,November,2014,11/29/2014,478
9086,Montana,Thursday,December,2014,12/4/2014,781
9087,New Mexico,Friday,May,2014,5/23/2014,1059
9088,Arkansas,Wednesday,May,2014,5/7/2014,1146
9089,New York,Wednesday,March,2014,3/5/2014,879
9090,Delaware,Saturday,September,2014,9/6/2014,896
9091,Mississippi,Thursday,February,2014,2/27/2014,661
9092,Kansas,Tuesday,December,2014,12/16/2014,1066
9093,Nebraska,Wednesday,January,2014,1/15/2014,728
9094,Florida,Sunday,October,2014,10/26/2014,801
9095,Oregon,Wednesday,April,2014,4/30/2014,772
9096,Maine,Friday,August,2014,8/1/2014,341
9097,Mississippi,Friday,February,2014,2/21/2014,600
9098,Washington,Sunday,November,2014,11/30/2014,660
9099,Washington,Wednesday,December,2014,12/3/2014,867
9100,California,Friday,January,2014,1/24/2014,610
9101,Arkansas,Wednesday,December,2014,12/24/2014,1201
9102,New Mexico,Sunday,August,2014,8/17/2014,1192
9103,New Mexico,Saturday,December,2014,12/20/2014,1112
9104,New Mexico,Tuesday,February,2014,2/11/2014,1271
9105,New York,Saturday,July,2014,7/19/2014,812
9106,Missouri,Tuesday,November,2014,11/25/2014,919
9107,Washington,Tuesday,October,2014,10/14/2014,696
9108,Montana,Saturday,July,2014,7/26/2014,930
9109,Iowa,Wednesday,July,2014,7/23/2014,1171
9110,Missouri,Saturday,November,2014,11/22/2014,1209
9111,New York,Sunday,January,2014,1/5/2014,901
9112,New Mexico,Tuesday,November,2014,11/11/2014,1174
9113,Florida,Saturday,November,2014,11/8/2014,1014
9114,Mississippi,Friday,January,2014,1/31/2014,673
9115,Nebraska,Tuesday,February,2014,2/11/2014,683
9116,New Mexico,Sunday,October,2014,10/26/2014,1159
9117,Ohio,Sunday,April,2014,4/27/2014,700
9118,Delaware,Tuesday,May,2014,5/27/2014,879
9119,California,Monday,June,2014,6/23/2014,658
9120,Alaska,Wednesday,September,2014,9/10/2014,661
9121,New York,Friday,August,2014,8/8/2014,574
9122,Ohio,Sunday,February,2014,2/2/2014,749
9123,Arkansas,Saturday,December,2014,12/20/2014,1126
9124,Delaware,Wednesday,November,2014,11/12/2014,925
9125,New York,Friday,February,2014,2/28/2014,739
9126,Mississippi,Saturday,April,2014,4/12/2014,608
9127,Indiana,Wednesday,February,2014,2/5/2014,514
9128,Texas,Tuesday,April,2014,4/15/2014,1366
9129,Delaware,Thursday,December,2014,12/4/2014,851
9130,Idaho,Monday,December,2014,12/15/2014,1161
9131,Montana,Tuesday,November,2014,11/18/2014,752
9132,Nevada,Monday,July,2014,7/21/2014,631
9133,Mississippi,Friday,January,2014,1/24/2014,582
9134,Illinois,Sunday,June,2014,6/1/2014,1494
9135,Oklahoma,Tuesday,April,2014,4/29/2014,726
9136,Kansas,Sunday,October,2014,10/19/2014,1037
9137,Louisiana,Wednesday,December,2014,12/24/2014,1171
9138,Mississippi,Friday,October,2014,10/10/2014,649
9139,Idaho,Friday,July,2014,7/4/2014,1472
9140,Florida,Wednesday,November,2014,11/12/2014,897
9141,Mississippi,Monday,April,2014,4/28/2014,690
9142,Mississippi,Monday,January,2014,1/20/2014,737
9143,Georgia,Tuesday,November,2014,11/25/2014,1126
9144,Maine,Monday,June,2014,6/30/2014,338
9145,New York,Wednesday,January,2014,1/22/2014,864
9146,Indiana,Wednesday,August,2014,8/27/2014,500
9147,Ohio,Monday,July,2014,7/21/2014,683
9148,Oklahoma,Friday,May,2014,5/16/2014,501
9149,Missouri,Wednesday,October,2014,10/15/2014,1166
9150,New York,Thursday,February,2014,2/27/2014,867
9151,Nebraska,Wednesday,April,2014,4/16/2014,876
9152,Oregon,Wednesday,January,2014,1/1/2014,756
9153,Florida,Wednesday,October,2014,10/1/2014,1004
9154,Arkansas,Saturday,December,2014,12/20/2014,1152
9155,Nebraska,Thursday,April,2014,4/3/2014,739
9156,Indiana,Saturday,October,2014,10/11/2014,485
9157,Texas,Wednesday,April,2014,4/16/2014,1229
9158,Ohio,Sunday,June,2014,6/22/2014,434
9159,Louisiana,Monday,February,2014,2/3/2014,1613
9160,Montana,Thursday,October,2014,10/2/2014,824
9161,New York,Saturday,March,2014,3/29/2014,732
9162,California,Saturday,April,2014,4/5/2014,599
9163,Washington,Wednesday,June,2014,6/25/2014,869
9164,Washington,Monday,October,2014,10/27/2014,902
9165,Texas,Friday,April,2014,4/18/2014,1402
9166,Missouri,Sunday,July,2014,7/27/2014,1197
9167,Missouri,Friday,February,2014,2/21/2014,1296
9168,Arkansas,Saturday,September,2014,9/20/2014,1091
9169,Alaska,Sunday,August,2014,8/17/2014,591
9170,Florida,Wednesday,September,2014,9/17/2014,1018
9171,Oregon,Thursday,August,2014,8/28/2014,731
9172,Montana,Thursday,December,2014,12/25/2014,922
9173,Oregon,Saturday,April,2014,4/5/2014,796
9174,Texas,Saturday,June,2014,6/28/2014,1412
9175,Florida,Sunday,December,2014,12/7/2014,829
9176,Nevada,Sunday,March,2014,3/2/2014,632
9177,Maine,Monday,July,2014,7/21/2014,331
9178,Nebraska,Tuesday,October,2014,10/21/2014,635
9179,Mississippi,Tuesday,June,2014,6/10/2014,644
9180,Oregon,Saturday,April,2014,4/26/2014,564
9181,Texas,Wednesday,August,2014,8/20/2014,1289
9182,Arkansas,Saturday,August,2014,8/30/2014,1019
9183,Delaware,Monday,December,2014,12/22/2014,673
9184,Texas,Tuesday,July,2014,7/8/2014,1236
9185,Oklahoma,Wednesday,February,2014,2/5/2014,579
9186,Montana,Tuesday,December,2014,12/9/2014,835
9187,Kansas,Wednesday,June,2014,6/11/2014,1179
9188,Nebraska,Saturday,April,2014,4/26/2014,623
9189,Oklahoma,Tuesday,February,2014,2/18/2014,390
9190,Illinois,Saturday,September,2014,9/13/2014,1324
9191,Nebraska,Monday,September,2014,9/1/2014,645
9192,Iowa,Saturday,May,2014,5/31/2014,1102
9193,Oregon,Wednesday,August,2014,8/13/2014,646
9194,Alaska,Friday,October,2014,10/17/2014,598
9195,Louisiana,Tuesday,April,2014,4/8/2014,1402
9196,Indiana,Monday,October,2014,10/13/2014,573
9197,Nevada,Monday,October,2014,10/13/2014,447
9198,Maine,Tuesday,April,2014,4/15/2014,241
9199,Kansas,Saturday,February,2014,2/15/2014,1148
9200,Oregon,Tuesday,April,2014,4/8/2014,604
9201,Georgia,Saturday,October,2014,10/11/2014,1278
9202,Georgia,Saturday,May,2014,5/10/2014,1266
9203,Louisiana,Wednesday,December,2014,12/10/2014,1282
9204,Nebraska,Sunday,March,2014,3/2/2014,853
9205,Montana,Saturday,September,2014,9/20/2014,788
9206,Maine,Thursday,September,2014,9/11/2014,198
9207,Kansas,Friday,June,2014,6/6/2014,1295
9208,Arkansas,Wednesday,May,2014,5/14/2014,1270
9209,Oklahoma,Saturday,March,2014,3/1/2014,674
9210,Oklahoma,Tuesday,November,2014,11/4/2014,510
9211,Louisiana,Friday,June,2014,6/27/2014,1676
9212,Texas,Sunday,July,2014,7/27/2014,1166
9213,Iowa,Wednesday,August,2014,8/27/2014,1102
9214,Texas,Monday,September,2014,9/29/2014,1248
9215,Delaware,Friday,September,2014,9/5/2014,941
9216,Indiana,Friday,July,2014,7/11/2014,458
9217,Nevada,Sunday,May,2014,5/4/2014,500
9218,California,Friday,July,2014,7/18/2014,552
9219,Maine,Tuesday,January,2014,1/7/2014,368
9220,Maine,Monday,May,2014,5/19/2014,300
9221,Mississippi,Saturday,February,2014,2/1/2014,712
9222,New York,Monday,April,2014,4/14/2014,815
9223,California,Friday,September,2014,9/19/2014,527
9224,Nevada,Tuesday,April,2014,4/8/2014,580
9225,Mississippi,Sunday,September,2014,9/28/2014,463
9226,Kansas,Thursday,October,2014,10/2/2014,1211
9227,Alaska,Sunday,May,2014,5/25/2014,586
9228,Nebraska,Saturday,April,2014,4/12/2014,747
9229,Iowa,Sunday,April,2014,4/13/2014,1279
9230,New York,Tuesday,February,2014,2/18/2014,626
9231,Oklahoma,Wednesday,July,2014,7/9/2014,526
9232,Iowa,Wednesday,December,2014,12/24/2014,918
9233,New York,Saturday,March,2014,3/1/2014,800
9234,Alaska,Sunday,September,2014,9/21/2014,576
9235,Nebraska,Friday,September,2014,9/12/2014,697
9236,Washington,Saturday,September,2014,9/6/2014,908
9237,Washington,Wednesday,November,2014,11/26/2014,928
9238,Nevada,Monday,January,2014,1/6/2014,637
9239,Oregon,Tuesday,July,2014,7/1/2014,775
9240,Mississippi,Wednesday,January,2014,1/29/2014,650
9241,Florida,Saturday,July,2014,7/26/2014,891
9242,Kansas,Monday,August,2014,8/18/2014,1026
9243,Missouri,Thursday,October,2014,10/30/2014,1099
9244,Oklahoma,Wednesday,January,2014,1/29/2014,683
9245,Ohio,Saturday,April,2014,4/12/2014,643
9246,Delaware,Monday,September,2014,9/29/2014,790
9247,New York,Monday,October,2014,10/27/2014,424
9248,Oklahoma,Wednesday,February,2014,2/19/2014,388
9249,Kansas,Sunday,November,2014,11/16/2014,1060
9250,California,Saturday,July,2014,7/26/2014,496
9251,Nebraska,Monday,May,2014,5/26/2014,603
9252,Washington,Tuesday,June,2014,6/10/2014,920
9253,Illinois,Monday,August,2014,8/11/2014,1398
9254,Idaho,Wednesday,October,2014,10/29/2014,1382
9255,Washington,Sunday,October,2014,10/5/2014,862
9256,New York,Monday,May,2014,5/12/2014,904
9257,Oregon,Wednesday,March,2014,3/19/2014,771
9258,Indiana,Monday,January,2014,1/13/2014,668
9259,New York,Tuesday,November,2014,11/4/2014,774
9260,Kansas,Tuesday,July,2014,7/15/2014,1249
9261,Oregon,Monday,March,2014,3/17/2014,975
9262,Kansas,Sunday,October,2014,10/5/2014,1007
9263,Maine,Friday,February,2014,2/14/2014,367
9264,Montana,Sunday,March,2014,3/23/2014,845
9265,Oregon,Sunday,March,2014,3/2/2014,860
9266,Nevada,Thursday,August,2014,8/7/2014,332
9267,Montana,Friday,May,2014,5/30/2014,986
9268,Washington,Wednesday,September,2014,9/24/2014,927
9269,Illinois,Sunday,March,2014,3/30/2014,1569
9270,Idaho,Friday,November,2014,11/21/2014,1214
9271,Missouri,Sunday,August,2014,8/24/2014,1278
9272,California,Sunday,January,2014,1/5/2014,617
9273,Louisiana,Sunday,August,2014,8/24/2014,1349
9274,Indiana,Monday,February,2014,2/17/2014,565
9275,New Mexico,Saturday,August,2014,8/30/2014,1108
9276,Maine,Saturday,August,2014,8/9/2014,341
9277,Texas,Friday,September,2014,9/5/2014,1231
9278,Oklahoma,Sunday,July,2014,7/27/2014,707
9279,Kansas,Tuesday,December,2014,12/23/2014,1018
9280,Missouri,Saturday,July,2014,7/5/2014,1222
9281,Nebraska,Sunday,August,2014,8/10/2014,827
9282,Louisiana,Friday,September,2014,9/26/2014,1555
9283,Nevada,Tuesday,May,2014,5/20/2014,223
9284,Iowa,Tuesday,June,2014,6/3/2014,1146
9285,Kansas,Monday,June,2014,6/9/2014,1158
9286,Mississippi,Tuesday,July,2014,7/22/2014,605
9287,Illinois,Sunday,November,2014,11/9/2014,1391
9288,Idaho,Wednesday,December,2014,12/3/2014,1080
9289,Mississippi,Tuesday,March,2014,3/11/2014,636
9290,New York,Tuesday,January,2014,1/28/2014,940
9291,Montana,Sunday,November,2014,11/16/2014,814
9292,Delaware,Thursday,August,2014,8/28/2014,870
9293,Indiana,Thursday,May,2014,5/29/2014,657
9294,California,Thursday,May,2014,5/1/2014,474
9295,Florida,Monday,April,2014,4/21/2014,921
9296,New Mexico,Sunday,June,2014,6/8/2014,998
9297,Iowa,Wednesday,October,2014,10/29/2014,1095
9298,Oklahoma,Friday,November,2014,11/7/2014,557
9299,Idaho,Friday,November,2014,11/7/2014,1191
9300,Illinois,Thursday,September,2014,9/18/2014,1307
9301,Arkansas,Thursday,July,2014,7/17/2014,1230
9302,Kansas,Friday,November,2014,11/14/2014,1101
9303,Arkansas,Tuesday,July,2014,7/29/2014,1248
9304,Ohio,Wednesday,January,2014,1/29/2014,448
9305,Georgia,Saturday,August,2014,8/30/2014,1127
9306,Washington,Monday,September,2014,9/15/2014,782
9307,Oklahoma,Saturday,January,2014,1/25/2014,714
9308,Georgia,Thursday,September,2014,9/11/2014,1267
9309,Nevada,Tuesday,March,2014,3/18/2014,572
9310,Iowa,Tuesday,December,2014,12/16/2014,1017
9311,Georgia,Friday,March,2014,3/21/2014,1396
9312,Illinois,Friday,October,2014,10/24/2014,1543
9313,California,Sunday,February,2014,2/23/2014,559
9314,Oregon,Friday,May,2014,5/30/2014,752
9315,Washington,Friday,April,2014,4/25/2014,929
9316,Delaware,Sunday,October,2014,10/5/2014,826
9317,Texas,Monday,April,2014,4/21/2014,1339
9318,New York,Wednesday,February,2014,2/26/2014,739
9319,Alaska,Saturday,March,2014,3/8/2014,750
9320,Texas,Saturday,August,2014,8/9/2014,1185
9321,Florida,Friday,August,2014,8/15/2014,813
9322,Texas,Tuesday,December,2014,12/16/2014,1126
9323,Florida,Tuesday,November,2014,11/18/2014,871
9324,Mississippi,Wednesday,January,2014,1/22/2014,648
9325,Illinois,Friday,August,2014,8/8/2014,1442
9326,Idaho,Sunday,October,2014,10/12/2014,1227
9327,Oregon,Tuesday,January,2014,1/21/2014,770
9328,Arkansas,Monday,August,2014,8/18/2014,1179
9329,Mississippi,Sunday,April,2014,4/20/2014,670
9330,California,Friday,July,2014,7/18/2014,733
9331,Delaware,Wednesday,December,2014,12/24/2014,782
9332,Oregon,Tuesday,August,2014,8/19/2014,783
9333,New Mexico,Monday,December,2014,12/15/2014,1058
9334,New Mexico,Saturday,December,2014,12/20/2014,1020
9335,New Mexico,Friday,September,2014,9/26/2014,1264
9336,Indiana,Saturday,January,2014,1/4/2014,519
9337,California,Saturday,January,2014,1/11/2014,668
9338,Montana,Monday,October,2014,10/27/2014,859
9339,Ohio,Tuesday,May,2014,5/13/2014,628
9340,Maine,Tuesday,October,2014,10/28/2014,441
9341,Maine,Tuesday,January,2014,1/28/2014,353
9342,Montana,Monday,November,2014,11/17/2014,720
9343,Alaska,Monday,January,2014,1/13/2014,806
9344,California,Friday,September,2014,9/26/2014,662
9345,Oklahoma,Wednesday,May,2014,5/14/2014,313
9346,Florida,Saturday,August,2014,8/16/2014,855
9347,Nevada,Saturday,November,2014,11/15/2014,518
9348,Ohio,Sunday,April,2014,4/6/2014,611
9349,Iowa,Wednesday,August,2014,8/27/2014,1126
9350,Indiana,Thursday,April,2014,4/3/2014,608
9351,Georgia,Tuesday,November,2014,11/25/2014,1317
9352,California,Monday,February,2014,2/3/2014,586
9353,Arkansas,Monday,December,2014,12/8/2014,1022
9354,Montana,Tuesday,December,2014,12/16/2014,901
9355,California,Saturday,December,2014,12/6/2014,408
9356,Iowa,Sunday,September,2014,9/7/2014,1094
9357,California,Sunday,May,2014,5/25/2014,716
9358,New York,Tuesday,July,2014,7/29/2014,805
9359,Texas,Saturday,December,2014,12/13/2014,1187
9360,Louisiana,Friday,March,2014,3/7/2014,1381
9361,Kansas,Sunday,August,2014,8/31/2014,1233
9362,Maine,Saturday,January,2014,1/25/2014,337
9363,California,Sunday,February,2014,2/2/2014,703
9364,Louisiana,Tuesday,December,2014,12/23/2014,1198
9365,Nevada,Tuesday,March,2014,3/11/2014,319
9366,Texas,Saturday,November,2014,11/22/2014,1159
9367,Louisiana,Monday,August,2014,8/25/2014,1431
9368,Florida,Saturday,September,2014,9/6/2014,787
9369,Nevada,Saturday,August,2014,8/2/2014,406
9370,Louisiana,Monday,April,2014,4/21/2014,1565
9371,Iowa,Sunday,August,2014,8/17/2014,1114
9372,Kansas,Thursday,September,2014,9/4/2014,1258
9373,New York,Friday,October,2014,10/24/2014,688
9374,Oregon,Saturday,November,2014,11/22/2014,688
9375,Arkansas,Saturday,May,2014,5/17/2014,1372
